municipios,Total,Abacate,Algodão arbóreo (em caroço),Açaí,Azeitona,Banana (cacho),Borracha (látex coagulado),Borracha (látex líquido),Cacau (em amêndoa),Café (em grão) Total,Café (em grão) Arábica,Café (em grão) Canephora,Caju,Caqui,Castanha de caju,Chá da índia (folha verde),Coco da baía*,Dendê (cacho de coco),Erva mate (folha verde),Figo,Goiaba,Guaraná (semente),Laranja,Limão,Maçã,Mamão,Manga,Maracujá,Marmelo,Noz (fruto seco),Palmito,Pera,Pêssego,Pimenta do reino,Sisal ou agave (fibra),Tangerina,Tungue (fruto seco),Urucum (semente),Uva
Nova Porteirinha,2447,0,0,0,0,2110,0,0,0,3,3,0,0,0,0,0,5,0,0,0,60,0,0,4,0,40,145,10,0,0,0,0,0,0,0,10,0,0,60
Nova Resende,14682,15,0,0,0,3,0,0,0,14500,14500,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1
Nova Serrana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Novo Cruzeiro,847,0,0,0,0,18,0,0,0,814,814,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,1,0,1,0,2,0
Novo Oriente de Minas,38,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,25,0,0,0,0,0
Novorizonte,83,0,0,0,0,40,0,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,6,0,0,0,0,0,0,0,5,0,0,0
Olaria,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olhos0d'Água,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Olímpio Noronha,780,0,0,0,0,60,0,0,0,720,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oliveira,7155,0,0,0,0,4,0,0,0,7035,7035,0,0,0,0,0,0,0,0,0,5,0,108,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
Oliveira Fortes,41,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
Onça de Pitangui,44,2,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0
Oratórios,13,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Orizânia,4170,0,0,0,0,20,0,0,0,4150,4150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ouro Branco,45,24,0,0,0,8,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,2,0,0,0
Ouro Fino,5855,2,0,0,0,11,0,0,0,5820,5820,0,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Ouro Preto,50,0,0,0,0,12,0,0,0,25,25,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Ouro Verde de Minas,146,0,0,0,0,46,0,0,0,68,20,48,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,20,0,0,0,6,0
Padre Carvalho,12,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Padre Paraíso,208,0,0,0,0,30,0,0,0,165,165,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Paineiras,11,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Pains,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Pai Pedro,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paiva,8,0,0,0,0,6,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Palma,151,0,0,0,0,4,10,0,0,112,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,20,0,0,0
Palmópolis,10,0,0,0,0,0,0,0,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Papagaios,23,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5,5,1,0,0,0,0,0,0,0,4,0,0,0
Paracatu,1624,2,0,0,0,45,0,0,0,1545,1545,0,0,0,0,0,1,0,0,0,0,0,6,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
Pará de Minas,77,0,0,0,0,4,60,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0
Paraguaçu,10087,0,0,0,0,3,0,0,0,9950,9950,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0
Paraisópolis,249,0,0,0,0,165,0,0,0,75,75,0,0,1,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2
Paraopeba,181,4,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,4,5,10,0,0,0,0,0,0,0,9,0,0,0
Passabém,40,2,0,0,0,8,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Passa Quatro,47,9,0,0,2,7,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0
Passa Tempo,108,6,0,0,0,15,0,0,0,80,80,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1
Passa Vinte,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Passos,3391,7,0,0,0,10,0,0,0,3370,3370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
Patis,20,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patos de Minas,9289,14,0,0,0,48,0,0,0,9175,9175,0,0,0,0,0,0,0,0,0,1,0,4,3,0,0,0,20,0,0,0,0,0,0,0,22,0,0,2
Patrocínio,43058,25,0,0,0,25,0,0,0,42830,42830,0,0,0,0,0,7,0,0,0,0,0,70,9,0,0,15,40,0,0,5,0,0,0,0,32,0,0,0
Patrocínio do Muriaé,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paula Cândido,1424,1,0,0,0,8,0,0,0,1370,1370,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2
Paulistas,14,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pavão,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peçanha,204,0,0,0,0,27,0,0,0,166,166,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0
Pedra Azul,48,0,0,0,0,26,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,1,0,5,0
Pedra Bonita,3751,0,0,0,0,1,0,0,0,3750,3750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pedra do Anta,256,0,0,0,0,15,0,0,0,240,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Pedra do Indaiá,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pedra Dourada,1312,0,0,0,0,12,0,0,0,1300,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pedralva,4266,2,0,0,20,1550,0,0,0,2530,2530,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0
Pedras de Maria da Cruz,195,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pedrinópolis,437,0,0,0,0,2,0,0,0,430,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Pedro Leopoldo,16,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
Pedro Teixeira,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Pequeri,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pequi,47,2,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Perdigão,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Perdizes,5804,8,0,0,0,3,0,0,0,5595,5595,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,20,36,0,0,0,0,0,2,0,0,0,0,0
Perdões,3529,0,0,0,0,9,0,0,0,3340,3340,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,1
Periquito,14,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pescador,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Piau,1196,0,0,0,0,1070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,1,0,0,0,6,0,0,0,0,110,0,0,0
Piedade de Caratinga,3610,24,0,0,0,60,0,0,0,3500,3500,0,0,0,0,0,1,0,0,0,1,0,13,4,0,0,1,1,0,0,0,0,0,0,0,5,0,0,0
Piedade de Ponte Nova,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piedade do Rio Grande,264,26,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,24,0,65,0,40,0,0,0,0,0,0,1,15,0,0,75,0,0,8
Piedade dos Gerais,879,17,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,34,7,0,0,2,9,0,0,0,0,0,0,0,800,0,0,0
Pimenta,2153,1,0,0,0,10,0,0,0,2142,2142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pingo0d'Água,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pintópolis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Piracema,33,0,0,0,0,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,8,0,0,0,0,0,0,0,12,0,0,0
Pirajuba,51,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piranga,182,0,0,0,0,6,0,0,0,160,160,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,2,0,0,0,0,0,0,0,0,4,0,0,1
Piranguçu,446,0,0,0,3,415,0,0,0,6,6,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,10
Piranguinho,504,0,0,0,0,22,0,0,0,473,473,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Pirapetinga,102,0,0,0,0,10,0,0,0,85,0,85,0,0,0,0,2,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Pirapora,2195,2,0,0,0,576,0,0,0,890,890,0,0,0,0,0,10,0,0,0,6,0,416,2,0,70,20,10,0,0,0,0,0,0,0,53,0,0,140
Piraúba,395,2,0,0,0,45,0,0,0,0,0,0,0,0,0,0,10,0,0,0,85,0,33,11,0,0,77,7,0,0,0,0,0,0,0,125,0,0,0
Pitangui,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Piumhi,12657,0,0,0,0,0,0,0,0,12620,12620,0,0,0,0,0,0,0,0,0,0,0,33,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Planura,420,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poço Fundo,9927,12,0,0,0,70,0,0,0,9845,9845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poços de Caldas,3915,200,0,0,0,15,0,0,0,3700,3700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocrane,747,4,0,0,0,5,0,0,0,728,128,600,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pompéu,34,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,1,0,7,0
Ponte Nova,99,0,0,0,0,80,0,0,0,2,2,0,0,0,0,0,0,0,0,0,6,0,3,2,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0
Ponto Chique,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ponto dos Volantes,139,0,0,0,0,72,0,0,0,60,60,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Porteirinha,252,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0
Porto Firme,489,0,0,0,0,8,0,0,0,475,475,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Poté,125,0,0,0,0,82,0,0,0,24,24,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0
Pouso Alegre,213,20,0,0,0,16,0,0,0,33,33,0,0,40,0,0,0,0,0,0,6,0,4,6,12,0,3,2,0,0,0,25,8,0,0,28,0,0,10
Pouso Alto,138,0,0,0,20,16,0,0,0,100,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prados,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0
Prata,12282,5,0,0,0,12,4970,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7216,32,0,25,10,0,0,0,0,0,0,0,0,5,0,0,0
Pratápolis,298,10,0,0,0,43,0,0,0,176,176,0,0,0,0,0,0,0,0,8,4,0,5,1,0,0,30,4,0,0,0,0,10,0,0,0,0,0,7
Pratinha,4340,140,0,0,0,0,0,0,0,4200,4200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Presidente Bernardes,345,0,0,0,0,0,0,0,0,345,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Presidente Juscelino,16,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
Presidente Kubitschek,32,0,0,0,0,5,0,0,0,19,19,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Presidente Olegário,5574,30,0,0,0,50,0,0,0,5410,5410,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0
Alto Jequitibá,5354,0,0,0,0,4,0,0,0,5350,5350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prudente de Morais,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quartel Geral,195,0,0,0,0,8,12,0,0,175,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queluzito,92,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,80,0,0,0
Raposos,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raul Soares,3746,4,0,0,0,70,180,0,0,3480,3430,50,0,0,0,0,2,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0
Recreio,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reduto,3300,0,0,0,0,0,0,0,0,3300,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Resende Costa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Resplendor,248,0,0,0,0,9,0,0,0,220,0,220,0,0,0,0,13,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
Ressaquinha,42,1,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,9,0,0,1,10,0,1,3,0,0,0,0,8,0,0,1,0,0,0
Riachinho,405,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0
Riacho dos Machados,11,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
Ribeirão das Neves,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ribeirão Vermelho,297,2,0,0,0,1,0,0,0,285,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
Rio Acima,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rio Casca,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Rio Doce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rio do Prado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rio Espera,9,0,0,0,0,7,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rio Manso,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0
Rio Novo,24,2,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,3,0,0,0,0,5,0,0,0
Rio Paranaíba,14680,1107,0,0,0,4,0,0,0,13535,13535,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,20,10,0,0,0,0,0,0,0,2,0,0,0
Rio Pardo de Minas,710,0,0,0,0,30,0,0,0,560,560,0,0,0,0,0,1,0,0,0,1,0,10,0,0,2,90,0,0,0,0,0,0,0,0,15,0,1,0
Rio Piracicaba,13,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rio Pomba,50,2,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,2,0,0,16,2,0,0,0,0,0,0,0,6,0,0,0
Rio Preto,12,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Rio Vermelho,132,0,0,0,0,9,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0
Ritápolis,231,0,0,0,0,0,0,0,0,225,225,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Rochedo de Minas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rodeiro,76,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,36,0,0,0,0,0,0,0,0,34,0,0,0
Romaria,5709,2,0,0,0,1,0,0,0,5700,5700,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rosário da Limeira,817,0,0,0,0,20,2,0,0,790,790,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Rubelita,18,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rubim,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sabará,161,0,0,0,0,155,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sabinópolis,33,0,0,0,0,14,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Sacramento,3200,525,0,0,0,2,24,0,0,2350,2350,0,0,0,0,0,0,0,0,0,0,0,104,5,0,3,120,3,0,0,0,0,0,0,0,60,0,0,4
Salinas,118,0,0,0,0,50,0,0,0,14,4,10,0,0,0,0,8,0,0,0,6,0,10,3,0,5,8,3,0,0,0,0,0,0,0,10,0,0,1
Salto da Divisa,13,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santa Bárbara,25,0,0,0,0,10,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Santa Bárbara do Leste,3420,70,0,0,0,42,0,0,0,3260,3260,0,0,0,0,0,0,0,0,0,2,0,2,5,0,1,12,20,0,0,1,0,0,0,0,5,0,0,0
Santa Bárbara do Monte Verde,22,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11
Santa Bárbara do Tugúrio,455,1,0,0,0,435,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
Santa Cruz de Salinas,13,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Santa Cruz do Escalvado,8,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santa Efigênia de Minas,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santa Fé de Minas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santa Helena de Minas,51,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Santa Juliana,134,6,0,0,0,3,0,0,0,98,98,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,20,0,0,0,0,0,0,0,0,5,0,0,0
Santa Luzia,21,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
Santa Margarida,11009,6,0,0,0,3,0,0,0,11000,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santa Maria de Itabira,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santa Maria do Salto,11,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Santa Maria do Suaçuí,97,0,0,0,0,24,0,0,0,68,3,65,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santana da Vargem,4517,0,0,0,0,11,0,0,0,4500,4500,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0
Santana de Cataguases,7,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
